PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
83,1,3,female,0.0,0,0,29.9,S
84,1,1,male,37.0,2,0,128.76,S
85,1,1,male,10.0,1,0,97.67,S
86,0,1,male,30.0,0,2,195.94,S
87,0,3,male,27.0,0,0,12.12,S
88,0,3,male,44.0,0,0,4.0,C
89,1,1,male,27.0,1,0,68.1,S
90,0,3,female,20.0,0,0,14.01,S
91,0,1,male,22.0,0,2,42.1,S
92,0,3,female,46.0,1,0,17.7,S
93,0,2,male,,2,0,21.87,S
94,1,2,male,24.0,1,2,15.97,S
95,1,2,female,26.0,0,0,20.77,S
96,0,3,female,9.0,0,0,27.51,C
97,0,2,male,34.0,2,0,23.27,Q
98,1,1,male,6.0,2,0,78.35,Q
99,1,1,male,39.0,0,0,159.44,C
100,0,3,male,31.0,0,0,11.97,S
101,0,3,male,60.0,0,2,13.32,C
102,1,3,male,,0,2,17.73,S
103,1,2,male,28.0,0,0,14.88,S
104,0,3,male,52.0,0,0,14.9,S
105,1,3,female,44.0,0,0,19.63,S
106,1,3,female,20.0,1,0,4.0,Q
107,1,2,male,32.0,0,0,30.86,C
108,0,2,male,29.0,0,0,12.54,S
109,1,1,male,33.0,0,0,51.81,S
110,1,3,male,20.0,0,0,4.0,S
111,1,3,female,,0,0,19.74,S
112,1,1,female,8.0,0,0,93.82,C
113,0,2,female,31.0,0,0,4.0,Q
114,0,3,female,35.0,0,1,28.19,S
115,1,1,female,26.0,2,0,113.36,S
116,1,3,female,8.0,0,1,22.38,S
117,0,3,male,42.0,2,0,12.91,S
118,0,3,male,34.0,1,1,4.0,S
119,0,2,male,,1,0,4.0,S
120,0,3,male,25.0,0,0,24.51,S
121,0,3,male,9.0,0,2,16.64,S
122,1,3,female,16.0,0,0,18.85,S
123,0,1,male,22.0,1,0,88.61,
124,1,2,male,45.0,0,0,7.96,S
125,0,1,male,21.0,2,0,82.43,C
126,0,3,male,37.0,0,0,30.5,S
127,0,2,male,22.0,1,0,20.44,S
128,1,1,female,32.0,0,1,76.53,S
129,0,1,male,27.0,0,0,75.74,S
130,0,3,female,40.0,0,0,4.54,S
131,1,1,male,22.0,0,0,75.15,S
132,0,3,male,9.0,0,1,13.44,S
133,0,3,male,11.0,0,0,16.93,Q
134,0,2,female,,0,0,18.38,S
135,1,3,female,13.0,0,0,20.77,S
136,0,1,male,34.0,0,0,56.92,C
137,1,3,female,23.0,2,1,7.52,S
138,0,3,male,60.0,0,0,11.27,S
139,1,3,female,6.0,0,1,4.0,C
140,1,1,male,32.0,0,0,119.67,S
141,0,3,male,14.0,0,0,13.07,S
142,1,3,female,23.0,0,0,14.69,S
143,0,3,male,31.0,0,0,16.79,S
144,1,3,male,,2,0,15.44,C
145,0,3,male,32.0,0,0,10.36,S
146,1,2,male,54.0,1,0,27.61,S
147,1,2,female,23.0,0,0,9.69,S
148,0,3,female,32.0,0,0,12.05,S
149,0,2,female,42.0,0,0,9.31,S
150,0,1,male,27.0,0,0,80.26,S
151,0,3,male,21.0,0,0,6.53,C
152,1,3,male,0.0,0,0,18.23,S
153,1,1,male,37.0,1,0,73.02,C
154,0,3,male,,0,0,16.86,S
155,1,1,female,16.0,0,0,75.99,S
156,1,3,female,31.0,0,0,9.96,S
157,1,2,female,21.0,0,0,7.47,C
158,0,3,male,22.0,0,0,7.92,S
159,0,3,male,,0,0,4.0,S
160,0,3,male,12.0,3,0,16.83,C
161,0,1,male,43.0,0,1,64.22,S
162,1,3,male,11.0,0,0,21.5,S
163,1,1,male,20.0,1,1,139.38,S
164,0,1,male,54.0,1,0,127.03,S
165,0,3,female,44.0,0,0,9.2,S
166,0,2,male,,0,0,17.38,S
167,1,3,female,17.0,1,0,4.0,Q
168,0,3,male,,1,2,4.0,S
169,0,2,male,30.0,0,0,23.94,S
170,0,3,male,,2,2,26.71,Q
171,0,2,male,28.0,0,0,18.77,S
172,0,3,male,29.0,1,1,4.04,S
173,0,2,male,26.0,0,2,28.27,S
174,1,3,female,10.0,0,0,9.48,S
175,0,1,male,22.0,0,0,45.73,S
176,0,1,male,41.0,0,0,24.75,Q
177,1,2,male,11.0,0,0,9.89,C
178,0,3,male,27.0,0,2,35.01,S
179,0,3,male,18.0,0,0,15.49,S
180,0,3,male,,0,0,9.03,C
181,1,3,female,24.0,1,0,6.88,S
182,0,3,female,48.0,1,0,4.0,C
183,0,3,female,36.0,0,2,10.21,S
184,1,2,male,12.0,0,0,21.92,S
185,0,3,male,38.0,0,0,18.99,C
186,1,3,female,19.0,2,2,13.2,S
187,0,2,male,21.0,0,0,48.38,S
188,0,1,male,33.0,0,0,122.79,C
189,0,3,male,23.0,2,0,23.13,S
190,0,2,female,41.0,2,0,8.49,S
191,0,3,male,19.0,0,0,14.67,S
192,1,2,female,21.0,0,1,19.77,S
193,1,1,female,20.0,0,0,111.94,S
194,0,3,male,22.0,1,2,4.0,S
195,1,1,female,43.0,0,1,51.86,S
196,1,1,male,37.0,0,1,111.36,C
197,0,3,male,51.0,0,0,4.0,S
198,0,3,male,58.0,0,0,10.59,S
199,1,1,female,16.0,0,0,140.35,S
200,0,2,male,30.0,0,0,20.33,C
201,0,3,male,14.0,1,0,23.36,S
202,0,3,male,19.0,1,0,17.72,C
203,0,3,male,,0,0,14.52,S
204,0,1,male,15.0,1,0,120.63,S
205,1,1,male,15.0,0,0,34.0,Q
206,1,1,male,27.0,0,0,101.84,C
207,1,1,female,13.0,0,0,121.34,S
208,1,3,male,40.0,1,1,14.95,S
209,0,1,female,17.0,1,0,134.5,S
210,0,3,male,66.0,1,1,7.57,S
211,0,3,female,23.0,1,1,24.47,C
212,1,3,male,,2,0,4.0,C
213,0,1,male,12.0,0,0,134.86,S
214,0,3,female,51.0,2,0,13.32,S
215,0,3,male,44.0,0,0,26.71,S
216,0,3,male,33.0,0,0,13.42,S
217,1,1,female,,0,0,31.36,C
218,1,1,female,32.0,0,1,53.54,S
219,0,3,male,14.0,0,2,17.52,S
220,0,2,male,48.0,0,1,4.0,S
221,1,2,female,40.0,0,0,30.1,Q
222,1,3,female,30.0,0,0,24.35,S
223,1,3,female,0.0,1,2,20.66,S
224,0,3,male,,0,0,24.32,S
225,0,2,female,38.0,0,0,17.56,S
226,0,3,male,45.0,0,0,19.54,S
227,1,1,female,43.0,0,0,155.0,S
228,0,3,male,8.0,0,0,21.68,S
229,1,3,female,33.0,1,0,4.0,S
230,0,1,male,42.0,0,0,183.72,C
231,1,1,male,,1,0,78.19,S
232,1,2,female,29.0,1,0,31.97,S
233,0,3,male,33.0,0,0,16.88,S
234,1,3,female,25.0,1,0,16.25,C
235,0,3,male,5.0,0,1,24.17,C
236,0,3,female,25.0,1,0,24.48,C
237,0,3,male,25.0,1,0,4.28,S
238,1,3,male,27.0,1,0,15.39,S
239,1,1,male,,0,0,102.06,S
240,1,1,male,23.0,1,1,150.91,S
241,0,3,male,,3,0,16.22,S
242,1,3,female,35.0,0,0,4.0,S
243,1,1,female,25.0,1,0,17.42,S
244,1,3,female,24.0,1,0,18.66,S
245,0,3,male,30.0,0,2,7.04,S
246,0,3,male,4.0,2,1,32.27,S
247,0,3,male,35.0,0,2,9.53,C
248,1,2,female,29.0,0,2,22.64,S
249,1,2,female,30.0,0,0,15.68,C
250,1,2,male,41.0,0,1,6.58,S
251,1,3,female,,1,0,11.95,C
252,1,3,male,3.0,0,1,14.49,C
253,0,3,male,33.0,0,0,25.04,S
254,0,2,male,29.0,0,0,4.0,Q
255,0,1,male,31.0,0,0,87.68,S
256,0,3,female,,1,1,24.1,S
257,1,3,female,38.0,1,0,38.38,C
258,1,1,male,41.0,0,0,58.46,S
259,0,1,male,35.0,0,0,104.5,S
260,1,3,female,26.0,0,2,14.71,S
261,1,1,female,2.0,0,0,4.0,S
262,0,3,male,39.0,0,0,7.01,S
263,0,2,male,45.0,0,0,28.63,S
264,1,1,male,37.0,0,0,87.96,S
265,0,3,male,18.0,0,0,4.0,S
266,1,1,female,,0,0,201.79,S
267,1,2,male,,0,1,4.0,S
268,1,1,female,,1,2,103.22,S
269,0,1,male,18.0,1,2,103.98,S
270,0,1,male,26.0,0,0,65.62,S
271,1,1,female,39.0,1,0,47.62,C
272,1,1,male,30.0,1,0,190.08,C
273,0,1,male,14.0,0,1,134.16,S
274,0,3,female,34.0,0,0,13.28,S
275,1,3,female,37.0,0,0,8.57,C
276,0,2,male,,1,0,12.2,C
277,0,2,male,32.0,0,0,26.57,S
278,0,3,male,26.0,0,0,16.92,S
279,0,3,male,48.0,0,0,35.73,S
280,0,3,male,17.0,0,0,15.05,S
281,1,1,male,21.0,2,0,4.0,C
282,1,1,female,29.0,0,0,99.91,S
283,1,1,female,40.0,1,1,43.55,S
284,1,2,female,10.0,3,0,17.11,S
285,1,3,female,,1,0,20.01,C
286,1,2,female,3.0,0,1,26.57,S
287,1,1,female,29.0,1,0,153.48,C
288,0,2,female,,0,0,4.0,S
289,0,3,male,24.0,0,0,4.0,S
290,0,1,male,38.0,1,1,128.39,S
291,1,3,male,21.0,1,0,7.38,S
292,1,1,female,32.0,0,0,66.82,Q
293,1,3,male,25.0,0,0,31.92,S
294,0,1,male,38.0,1,0,99.03,S
295,0,3,male,35.0,1,0,18.72,S
296,1,3,male,20.0,0,0,21.83,S
297,1,3,male,27.0,1,0,20.71,S
298,1,3,female,43.0,0,1,8.87,C
299,1,3,female,34.0,0,0,15.73,S
300,0,3,male,11.0,0,0,10.31,S
301,0,3,male,,3,2,17.38,S
302,0,1,male,15.0,0,0,64.68,S
303,1,3,female,47.0,0,2,9.17,S
304,1,3,female,42.0,0,2,4.0,S
305,0,3,male,33.0,1,2,14.46,S
306,0,3,female,31.0,0,0,10.96,S
307,0,2,male,26.0,0,0,15.46,C
308,0,3,male,38.0,3,0,18.08,C
309,1,2,female,24.0,0,0,19.43,S
310,0,1,male,32.0,0,1,181.51,S
311,0,3,male,40.0,0,0,9.09,S
312,0,2,male,22.0,1,1,4.0,S
313,0,1,male,,0,0,142.12,S
314,0,2,female,13.0,0,0,31.67,S
315,1,2,female,15.0,0,0,37.28,C
316,0,2,male,5.0,1,0,20.31,S
317,0,2,male,38.0,1,0,34.18,S
318,0,3,female,53.0,0,0,4.0,S
319,0,2,male,48.0,0,1,30.27,S
320,0,3,female,8.0,1,0,5.29,S
321,1,3,female,38.0,0,0,12.65,S
322,0,3,male,47.0,0,0,4.0,S
323,0,2,female,23.0,0,0,21.07,C
324,0,3,male,30.0,0,0,10.2,C
325,0,3,male,3.0,0,0,12.89,S
326,1,3,male,32.0,0,1,17.8,Q
327,0,3,male,15.0,0,0,27.39,S
328,0,3,female,32.0,0,0,20.33,C
329,1,3,female,9.0,1,0,22.62,S
330,1,2,female,36.0,0,0,7.36,S
331,0,3,female,42.0,0,1,18.7,S
332,1,1,male,19.0,1,0,157.28,S
333,0,3,male,,0,1,23.09,
334,1,3,female,1.0,1,0,23.73,S
335,1,1,female,26.0,0,0,108.12,S
336,0,3,male,21.0,1,0,4.0,S
337,0,1,male,9.0,0,0,44.47,S
338,0,3,male,,0,2,10.25,Q
339,1,1,male,23.0,0,0,4.0,S
340,0,3,female,15.0,0,1,12.79,Q
341,1,1,male,22.0,0,1,159.56,S
342,1,3,female,43.0,1,0,26.15,S
343,1,3,female,37.0,1,0,24.99,S
344,1,3,female,27.0,0,0,25.06,S
345,0,3,male,37.0,1,0,4.0,S
346,0,3,male,14.0,1,1,17.83,C
347,1,3,female,29.0,1,0,6.92,S
348,0,2,female,31.0,1,2,25.66,C
349,0,3,male,,0,0,10.13,S
350,1,1,female,,0,0,101.13,S
351,0,3,male,19.0,0,0,17.61,S
352,1,1,female,36.0,2,0,74.79,Q
353,0,3,male,36.0,0,2,14.77,S
354,1,3,male,0.0,0,0,37.48,S
355,0,3,male,44.0,0,2,14.78,S
356,0,3,male,0.0,2,1,13.22,S
357,0,3,male,21.0,0,1,4.0,Q
358,0,3,male,42.0,0,0,24.11,C
359,1,3,male,25.0,1,1,7.98,S
360,0,3,female,10.0,3,0,6.53,Q
361,0,3,male,15.0,0,1,25.81,C
362,1,1,female,42.0,1,0,36.08,S
363,1,1,female,4.0,1,0,154.42,S
364,1,1,male,,0,0,4.0,S
365,1,3,male,28.0,1,0,12.49,S
366,1,2,female,13.0,0,0,18.13,S
367,1,3,female,,0,1,20.83,S
368,0,3,male,16.0,0,0,28.54,Q
369,0,2,female,40.0,0,0,8.31,Q
370,0,3,male,,0,0,32.75,S
371,0,3,male,7.0,0,1,21.97,S
372,1,2,female,24.0,0,1,47.39,S
373,1,2,male,18.0,0,0,24.96,S
374,1,2,female,,0,0,27.24,S
375,0,1,male,11.0,0,2,40.72,S
376,1,1,female,50.0,1,1,148.07,S
377,0,3,male,29.0,1,0,13.26,S
378,0,2,male,14.0,0,0,17.71,S
379,0,2,male,20.0,2,1,34.98,S
380,0,3,male,19.0,0,0,29.74,C
381,1,3,female,12.0,1,1,17.34,S
382,0,3,male,30.0,0,0,17.55,S
383,0,3,male,13.0,1,1,13.51,S
384,0,3,male,1.0,3,0,9.72,S
385,0,2,male,24.0,1,0,34.55,S
386,1,3,female,6.0,0,2,14.35,S
387,0,3,male,19.0,0,1,30.18,S
388,1,3,female,17.0,0,1,10.6,S
389,0,1,male,18.0,0,2,96.98,S
390,1,3,female,55.0,1,0,4.35,S
391,0,3,male,30.0,3,0,20.17,S
392,0,1,male,,0,0,4.0,S
393,1,3,female,6.0,0,0,29.24,S
394,1,3,female,20.0,0,0,15.03,S
395,1,1,female,32.0,0,2,86.17,S
396,0,3,male,16.0,0,0,11.46,S
397,0,3,male,41.0,0,0,18.28,S
398,0,2,female,13.0,1,0,28.61,S
399,0,3,male,,0,0,13.58,S
400,1,2,female,21.0,0,0,18.4,S
401,0,2,male,31.0,0,0,11.8,S
402,0,3,male,21.0,1,0,10.06,C
403,1,3,female,25.0,1,0,10.58,Q
404,1,1,female,26.0,0,1,89.01,Q
405,0,3,male,19.0,0,0,40.11,S
406,0,3,male,,0,0,4.0,S
407,0,2,male,32.0,0,0,14.36,S
408,0,3,male,28.0,0,0,4.0,S
409,1,1,male,23.0,0,0,136.25,S
410,0,3,male,39.0,2,2,21.96,S
411,1,3,female,26.0,0,0,18.91,S
412,1,3,female,25.0,0,0,14.72,S
413,1,1,male,30.0,0,0,175.84,S
414,0,3,male,51.0,2,1,6.08,S
415,1,1,male,12.0,3,0,160.43,Q
416,0,2,male,39.0,1,0,4.0,S
417,1,1,male,4.0,0,1,112.87,S
418,0,3,male,,0,0,4.0,Q
419,1,1,female,,1,0,91.58,S
420,0,3,male,35.0,1,0,20.64,S
421,0,3,male,31.0,0,0,15.45,S
422,0,1,male,22.0,0,2,71.51,S
423,1,1,female,29.0,0,0,4.0,
424,1,1,female,26.0,1,0,140.09,C
425,0,3,male,19.0,1,0,19.63,C
426,1,3,female,25.0,0,0,4.0,C
427,1,1,male,32.0,0,1,55.98,Q
428,0,3,male,19.0,0,0,4.0,S
429,1,1,female,19.0,0,1,39.31,C
430,0,3,male,11.0,0,0,4.11,S
431,0,3,male,34.0,1,0,23.49,S
432,0,3,male,36.0,0,0,45.08,C
433,0,3,male,32.0,0,1,4.0,C
434,1,3,female,42.0,0,0,19.95,C
435,0,1,male,30.0,0,0,88.45,S
436,0,1,male,34.0,0,0,10.77,S
437,0,1,male,33.0,0,0,32.64,S
438,0,3,male,,0,0,14.3,S
439,0,3,male,22.0,1,0,4.0,C
440,0,3,male,58.0,0,1,20.81,C
441,1,3,female,23.0,0,0,4.0,S
442,1,1,male,20.0,0,0,181.73,S
443,0,3,male,,1,0,8.91,S
444,1,1,male,32.0,0,0,100.95,S
445,1,2,male,11.0,1,0,42.01,S
446,0,3,male,44.0,2,0,12.33,Q
447,0,3,male,28.0,0,0,32.08,S
448,0,3,male,15.0,0,0,25.21,Q
449,1,1,female,44.0,1,1,106.42,S
450,1,3,female,,0,0,12.15,C
451,1,1,male,13.0,0,0,77.14,S
452,0,3,male,52.0,0,2,28.26,S
453,0,3,male,38.0,0,1,17.38,S
454,1,1,male,29.0,0,0,54.51,S
455,0,1,male,,0,0,27.18,C
456,1,1,female,31.0,0,0,172.58,S
457,1,3,female,,0,0,26.05,S
458,1,3,female,20.0,0,0,13.04,S
459,0,3,male,37.0,2,0,9.05,S
460,1,3,female,,0,0,7.35,
461,0,3,male,29.0,0,0,7.46,S
462,0,1,male,19.0,0,0,17.78,S
463,0,3,male,31.0,0,0,5.5,S
464,1,2,female,28.0,0,0,19.96,C
465,0,3,male,12.0,0,1,10.93,C
466,1,3,female,10.0,0,1,20.04,S
467,0,3,male,36.0,0,0,4.0,S
468,1,3,female,0.0,0,0,18.68,C
469,0,1,male,32.0,0,0,69.83,S
470,0,3,male,23.0,0,0,8.19,Q
471,0,2,female,46.0,0,0,22.43,S
472,0,3,male,23.0,0,0,8.04,S
473,0,1,male,38.0,0,0,93.12,S
474,0,1,male,,0,0,148.05,S
475,1,2,male,30.0,0,0,25.26,S
476,1,2,male,39.0,0,0,28.41,S
477,0,2,male,23.0,0,0,39.36,S
478,0,3,male,42.0,2,2,4.0,C
479,1,3,female,16.0,0,0,15.24,S
480,0,2,male,33.0,0,0,5.77,S
481,0,2,male,41.0,0,0,13.2,S
482,1,1,male,38.0,3,0,20.67,S
483,0,3,male,54.0,0,0,15.25,S
484,1,2,male,19.0,0,0,14.78,S
485,1,1,female,11.0,3,0,49.72,S
486,1,2,female,16.0,0,0,5.55,S
487,0,3,male,38.0,3,0,4.0,S
488,0,1,male,35.0,0,0,147.5,S
489,1,3,male,30.0,0,0,4.0,C
490,1,3,male,14.0,0,0,4.0,S
491,1,3,male,39.0,0,1,11.12,S
492,0,3,female,13.0,2,0,17.11,Q
493,0,3,male,44.0,0,0,4.0,S
494,0,2,male,66.0,3,0,30.62,S
495,0,3,male,,0,0,20.63,C
496,0,3,male,37.0,0,0,13.47,S
497,1,2,male,23.0,2,0,27.99,C
498,0,3,male,5.0,0,0,4.0,S
499,1,2,female,21.0,2,0,10.82,Q
500,0,3,male,15.0,0,0,4.0,Q
501,0,3,male,10.0,1,1,23.64,S
502,0,3,male,,0,0,11.35,C
503,1,3,female,33.0,0,2,12.04,S
504,0,3,male,34.0,0,0,4.0,S
505,0,3,female,,0,1,11.53,S
506,0,3,female,27.0,0,1,19.14,S
507,0,2,male,42.0,0,0,34.14,S
508,1,3,female,29.0,1,1,17.99,
509,0,3,male,36.0,0,2,13.89,S
510,1,1,female,,1,0,14.47,S
511,1,1,male,25.0,3,0,74.56,C
512,1,3,female,11.0,0,0,4.0,S
513,1,1,male,,0,1,81.34,C
514,0,2,male,26.0,0,0,4.0,C
515,0,2,male,30.0,0,1,13.96,C
516,1,1,female,12.0,0,1,102.9,S
517,0,2,male,29.0,1,2,12.86,C
518,0,3,male,30.0,0,0,6.64,C
519,1,1,female,1.0,0,0,62.85,C
520,0,3,female,,1,0,18.44,C
521,0,3,male,34.0,0,2,4.93,S
522,0,2,male,34.0,0,2,18.59,S
523,1,1,male,14.0,0,0,100.66,C
524,0,3,female,31.0,1,0,12.38,S
525,0,1,male,42.0,0,0,82.14,C
526,1,2,female,39.0,0,2,31.69,S
527,0,3,male,28.0,0,0,20.77,S
528,1,3,male,23.0,0,0,12.4,S
529,0,3,male,21.0,0,1,21.77,S
530,0,2,male,35.0,0,0,34.71,Q
531,0,3,female,32.0,3,0,21.31,S
532,0,3,male,,0,0,11.42,S
533,0,2,male,,1,1,19.74,S
534,1,3,female,40.0,0,0,8.99,Q
535,1,1,female,30.0,0,0,16.79,S
536,1,1,female,39.0,0,0,104.31,S
537,0,3,male,40.0,0,0,12.04,S
538,1,1,male,19.0,1,1,207.46,S
539,1,1,female,5.0,2,0,52.91,Q
540,0,3,male,49.0,1,0,4.0,Q
541,0,3,male,32.0,0,0,10.66,S
542,1,3,female,7.0,1,0,24.01,S
543,0,3,male,20.0,0,0,7.79,S
544,0,3,male,,2,0,4.29,S
545,1,1,female,25.0,0,0,138.32,S
546,1,2,male,22.0,0,0,27.91,S
547,0,2,male,47.0,0,0,8.2,S
548,1,1,male,15.0,0,0,110.92,C
549,0,3,male,19.0,0,2,19.44,S
550,0,2,male,32.0,2,0,4.0,S
551,1,3,female,,1,2,4.0,S
552,1,1,female,35.0,2,0,43.15,S
553,0,1,male,,0,0,98.9,S
554,0,3,male,32.0,0,0,4.0,S
555,1,1,female,35.0,0,0,173.28,S
556,0,1,male,26.0,0,1,128.34,C
557,0,2,male,30.0,0,0,12.4,C
558,0,3,male,,0,0,4.0,Q
559,0,3,female,32.0,0,0,33.55,S
560,0,3,male,39.0,0,0,4.06,S
561,1,1,female,,0,2,121.91,S
562,0,2,male,30.0,0,2,46.68,S
563,1,3,male,18.0,0,0,4.88,Q
564,0,3,male,30.0,2,1,4.0,Q
565,0,3,male,29.0,0,1,16.62,S
566,0,3,male,32.0,1,0,4.0,S
567,0,3,male,58.0,0,0,4.0,S
568,0,1,male,22.0,1,0,51.95,S
569,0,2,male,34.0,1,0,8.72,Q
570,0,3,male,43.0,1,2,20.11,S
571,0,2,male,30.0,0,0,33.05,S
572,1,3,female,,0,1,6.14,S
573,0,3,male,24.0,0,2,15.19,S
574,0,3,female,33.0,0,0,4.0,S
575,1,3,female,19.0,0,0,9.65,C
576,0,3,male,24.0,0,2,7.81,S
577,0,3,female,32.0,0,2,17.64,S
578,0,3,female,40.0,0,0,23.17,S
579,0,3,male,33.0,0,0,22.91,S
580,1,2,male,45.0,0,0,20.45,S
581,0,3,male,28.0,1,0,22.98,S
582,0,3,male,25.0,1,0,12.56,S
583,0,1,male,,0,0,9.6,S
584,1,2,female,34.0,0,0,10.48,C
585,1,3,female,20.0,0,0,7.4,S
586,0,3,male,20.0,0,0,30.42,Q
587,1,1,female,17.0,0,0,48.95,S
588,0,2,male,41.0,0,1,44.45,S
589,1,1,female,,3,0,121.48,S
590,1,1,male,31.0,0,0,33.6,S
591,1,3,female,28.0,1,0,26.05,
592,1,2,female,39.0,0,0,30.27,S
593,0,2,male,,0,0,8.23,C
594,1,3,male,15.0,1,0,10.86,S
595,1,1,female,32.0,0,0,147.61,S
596,0,2,male,37.0,1,0,18.7,Q
597,0,3,male,33.0,0,0,17.39,S
598,0,3,female,18.0,0,0,27.52,Q
599,0,3,male,,0,2,4.0,C
600,1,3,male,19.0,1,1,4.0,C
601,0,3,male,22.0,0,0,8.17,C
602,0,3,male,17.0,1,0,8.63,S
603,1,3,female,46.0,1,0,32.98,S
604,0,3,male,,1,0,23.02,C
605,0,3,male,37.0,0,0,22.44,C
606,0,3,male,45.0,1,0,10.36,S
607,0,3,female,,2,0,10.14,S
608,0,1,male,7.0,0,0,24.63,S
609,1,3,female,19.0,0,0,20.82,S
610,0,2,female,21.0,0,1,10.41,S
611,1,3,female,,0,1,25.86,C
612,1,3,female,,1,0,10.89,C
613,1,3,female,25.0,0,0,11.58,S
614,1,3,female,13.0,0,0,14.7,S
615,0,2,male,,0,0,24.95,S
616,1,3,female,30.0,0,0,4.0,S
617,0,3,male,35.0,0,0,20.36,S
618,0,2,male,,1,0,7.22,S
619,1,1,female,37.0,0,2,38.27,S
620,1,1,female,24.0,0,0,99.04,S
621,0,3,female,57.0,1,0,11.64,S
622,0,3,male,32.0,0,0,27.48,S
623,0,3,male,5.0,0,0,29.75,S
624,0,3,male,16.0,0,0,16.55,S
625,0,3,male,,3,0,32.62,S
626,0,2,male,,1,0,4.0,S
627,0,3,male,,0,0,22.53,S
628,1,1,male,23.0,0,0,85.06,S
629,0,3,female,55.0,0,1,7.85,Q
630,0,3,male,,0,0,6.22,S
631,1,3,female,38.0,0,0,4.0,S
632,0,3,male,17.0,2,0,25.87,S
633,0,1,male,,1,0,133.75,C
634,0,2,male,,0,0,24.85,C
635,0,1,male,31.0,1,2,49.58,S
636,1,1,female,,3,0,101.92,S
637,0,3,male,27.0,0,0,30.63,S
638,0,3,male,,0,0,33.94,S
639,0,3,female,26.0,2,0,4.0,S
640,1,3,female,18.0,0,0,9.46,S
641,0,3,male,22.0,1,0,4.0,Q
642,0,3,male,27.0,0,0,22.88,C
643,0,1,male,30.0,0,0,116.21,S
